year,month,day,tmax,tmin,precip,snow,snowcover,0
1897.0,4.0,11.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,12.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,13.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,14.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,15.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,16.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,17.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,18.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,19.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,20.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,21.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,22.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,23.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,24.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,25.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,26.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,27.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,28.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,29.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,4.0,30.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1897.0,5.0,1.0,71.0,49.0,0.0,-998.0,-998.0,
1897.0,5.0,2.0,71.0,54.0,0.01,-998.0,-998.0,
1897.0,5.0,3.0,67.0,48.0,0.0,-998.0,-998.0,
1897.0,5.0,4.0,69.0,46.0,0.0,-998.0,-998.0,
1897.0,5.0,5.0,68.0,51.0,0.03,-998.0,-998.0,
1897.0,5.0,6.0,69.0,51.0,0.0,-998.0,-998.0,
1897.0,5.0,7.0,68.0,50.0,0.07,-998.0,-998.0,
1897.0,5.0,8.0,61.0,52.0,0.0,-998.0,-998.0,
1897.0,5.0,9.0,68.0,45.0,0.0,-998.0,-998.0,
1897.0,5.0,10.0,67.0,45.0,0.0,-998.0,-998.0,
1897.0,5.0,11.0,56.0,42.0,0.17,-998.0,-998.0,
1897.0,5.0,12.0,65.0,47.0,0.0,-998.0,-998.0,
1897.0,5.0,13.0,69.0,45.0,0.0,-998.0,-998.0,
1897.0,5.0,14.0,71.0,44.0,0.0,-998.0,-998.0,
1897.0,5.0,15.0,75.0,55.0,0.0,-998.0,-998.0,
1897.0,5.0,16.0,76.0,57.0,0.0,-998.0,-998.0,
1897.0,5.0,17.0,76.0,53.0,0.0,-998.0,-998.0,
1897.0,5.0,18.0,76.0,57.0,0.0,-998.0,-998.0,
1897.0,5.0,19.0,69.0,54.0,0.35,-998.0,-998.0,
1897.0,5.0,20.0,67.0,53.0,0.0,-998.0,-998.0,
1897.0,5.0,21.0,69.0,52.0,0.0,-998.0,-998.0,
1897.0,5.0,22.0,72.0,54.0,0.02,-998.0,-998.0,
1897.0,5.0,23.0,70.0,56.0,0.0,-998.0,-998.0,
1897.0,5.0,24.0,70.0,53.0,0.17,-998.0,-998.0,
1897.0,5.0,25.0,78.0,56.0,0.0,-998.0,-998.0,
1897.0,5.0,26.0,76.0,58.0,0.0,-998.0,-998.0,
1897.0,5.0,27.0,52.0,46.0,1.36,-998.0,-998.0,
1897.0,5.0,28.0,66.0,43.0,0.0,-998.0,-998.0,
1897.0,5.0,29.0,74.0,56.0,0.0,-998.0,-998.0,
1897.0,5.0,30.0,72.0,52.0,0.09,-998.0,-998.0,
1897.0,5.0,31.0,78.0,56.0,0.03,-998.0,-998.0,
1897.0,6.0,1.0,66.0,56.0,0.09,-998.0,-998.0,
1897.0,6.0,2.0,57.0,45.0,0.66,-998.0,-998.0,
1897.0,6.0,3.0,60.0,41.0,0.07,-998.0,-998.0,
1897.0,6.0,4.0,61.0,43.0,0.03,-998.0,-998.0,
1897.0,6.0,5.0,60.0,48.0,0.43,-998.0,-998.0,
1897.0,6.0,6.0,62.0,44.0,0.1,-998.0,-998.0,
1897.0,6.0,7.0,69.0,49.0,0.02,-998.0,-998.0,
1897.0,6.0,8.0,79.0,51.0,0.0,-998.0,-998.0,
1897.0,6.0,9.0,76.0,52.0,0.02,-998.0,-998.0,
1897.0,6.0,10.0,72.0,57.0,2.03,-998.0,-998.0,
1897.0,6.0,11.0,68.0,52.0,0.0,-998.0,-998.0,
1897.0,6.0,12.0,78.0,60.0,0.0,-998.0,-998.0,
1897.0,6.0,13.0,77.0,63.0,0.0,-998.0,-998.0,
1897.0,6.0,14.0,78.0,59.0,0.0,-998.0,-998.0,
1897.0,6.0,15.0,83.0,60.0,0.0,-998.0,-998.0,
1897.0,6.0,16.0,73.0,63.0,0.0,-998.0,-998.0,
1897.0,6.0,17.0,74.0,54.0,0.0,-998.0,-998.0,
1897.0,6.0,18.0,71.0,51.0,0.0,-998.0,-998.0,
1897.0,6.0,19.0,77.0,55.0,0.0,-998.0,-998.0,
1897.0,6.0,20.0,85.0,61.0,0.0,-998.0,-998.0,
1897.0,6.0,21.0,84.0,64.0,0.0,-998.0,-998.0,
1897.0,6.0,22.0,85.0,65.0,0.0,-998.0,-998.0,
1897.0,6.0,23.0,84.0,64.0,0.0,-998.0,-998.0,
1897.0,6.0,24.0,76.0,58.0,0.0,-998.0,-998.0,
1897.0,6.0,25.0,71.0,55.0,0.06,-998.0,-998.0,
1897.0,6.0,26.0,73.0,55.0,0.08,-998.0,-998.0,
1897.0,6.0,27.0,83.0,57.0,0.0,-998.0,-998.0,
1897.0,6.0,28.0,79.0,62.0,0.01,-998.0,-998.0,
1897.0,6.0,29.0,77.0,57.0,0.11,-998.0,-998.0,
1897.0,6.0,30.0,83.0,57.0,0.0,-998.0,-998.0,
1897.0,7.0,1.0,88.0,57.0,0.0,-998.0,-998.0,
1897.0,7.0,2.0,85.0,64.0,0.0,-998.0,-998.0,
1897.0,7.0,3.0,70.0,58.0,0.0,-998.0,-998.0,
1897.0,7.0,4.0,72.0,50.0,0.0,-998.0,-998.0,
1897.0,7.0,5.0,88.0,56.0,0.0,-998.0,-998.0,
1897.0,7.0,6.0,86.0,61.0,0.0,-998.0,-998.0,
1897.0,7.0,7.0,90.0,70.0,0.0,-998.0,-998.0,
1897.0,7.0,8.0,86.0,65.0,0.43,-998.0,-998.0,
1897.0,7.0,9.0,63.0,55.0,1.17,-998.0,-998.0,
1897.0,7.0,10.0,70.0,50.0,0.27,-998.0,-998.0,
1897.0,7.0,11.0,78.0,58.0,0.0,-998.0,-998.0,
1897.0,7.0,12.0,86.0,60.0,0.0,-998.0,-998.0,
1897.0,7.0,13.0,90.0,62.0,0.0,-998.0,-998.0,
1897.0,7.0,14.0,79.0,61.0,0.1,-998.0,-998.0,
1897.0,7.0,15.0,81.0,59.0,0.01,-998.0,-998.0,
1897.0,7.0,16.0,85.0,62.0,0.0,-998.0,-998.0,
1897.0,7.0,17.0,81.0,63.0,0.08,-998.0,-998.0,
1897.0,7.0,18.0,73.0,57.0,0.11,-998.0,-998.0,
1897.0,7.0,19.0,67.0,48.0,0.51,-998.0,-998.0,
1897.0,7.0,20.0,74.0,48.0,0.0,-998.0,-998.0,
1897.0,7.0,21.0,81.0,48.0,0.0,-998.0,-998.0,
1897.0,7.0,22.0,86.0,62.0,0.0,-998.0,-998.0,
1897.0,7.0,23.0,85.0,63.0,0.03,-998.0,-998.0,
1897.0,7.0,24.0,74.0,61.0,0.24,-998.0,-998.0,
1897.0,7.0,25.0,79.0,57.0,0.0,-998.0,-998.0,
1897.0,7.0,26.0,85.0,65.0,0.07,-998.0,-998.0,
1897.0,7.0,27.0,84.0,66.0,0.02,-998.0,-998.0,
1897.0,7.0,28.0,90.0,70.0,0.0,-998.0,-998.0,
1897.0,7.0,29.0,89.0,71.0,0.0,-998.0,-998.0,
1897.0,7.0,30.0,80.0,66.0,0.05,-998.0,-998.0,
1897.0,7.0,31.0,86.0,71.0,0.0,-998.0,-998.0,
1897.0,8.0,1.0,80.0,64.0,0.05,-998.0,-998.0,
1897.0,8.0,2.0,78.0,64.0,0.05,-998.0,-998.0,
1897.0,8.0,3.0,71.0,58.0,0.81,-998.0,-998.0,
1897.0,8.0,4.0,64.0,58.0,0.15,-998.0,-998.0,
1897.0,8.0,5.0,77.0,63.0,0.23,-998.0,-998.0,
1897.0,8.0,6.0,81.0,64.0,0.6,-998.0,-998.0,
1897.0,8.0,7.0,82.0,61.0,0.0,-998.0,-998.0,
1897.0,8.0,8.0,78.0,62.0,0.33,-998.0,-998.0,
1897.0,8.0,9.0,77.0,59.0,0.0,-998.0,-998.0,
1897.0,8.0,10.0,76.0,59.0,0.0,-998.0,-998.0,
1897.0,8.0,11.0,79.0,59.0,0.0,-998.0,-998.0,
1897.0,8.0,12.0,85.0,63.0,0.0,-998.0,-998.0,
1897.0,8.0,13.0,86.0,68.0,0.0,-998.0,-998.0,
1897.0,8.0,14.0,79.0,65.0,0.0,-998.0,-998.0,
1897.0,8.0,15.0,73.0,57.0,0.0,-998.0,-998.0,
1897.0,8.0,16.0,80.0,58.0,0.0,-998.0,-998.0,
1897.0,8.0,17.0,76.0,54.0,0.25,-998.0,-998.0,
1897.0,8.0,18.0,72.0,51.0,0.02,-998.0,-998.0,
1897.0,8.0,19.0,72.0,56.0,0.0,-998.0,-998.0,
1897.0,8.0,20.0,77.0,56.0,0.0,-998.0,-998.0,
1897.0,8.0,21.0,75.0,54.0,0.0,-998.0,-998.0,
1897.0,8.0,22.0,78.0,56.0,0.0,-998.0,-998.0,
1897.0,8.0,23.0,77.0,59.0,0.0,-998.0,-998.0,
1897.0,8.0,24.0,83.0,61.0,0.0,-998.0,-998.0,
1897.0,8.0,25.0,87.0,67.0,0.0,-998.0,-998.0,
1897.0,8.0,26.0,77.0,65.0,0.0,-998.0,-998.0,
1897.0,8.0,27.0,81.0,57.0,0.0,-998.0,-998.0,
1897.0,8.0,28.0,82.0,63.0,0.47,-998.0,-998.0,
1897.0,8.0,29.0,74.0,59.0,0.0,-998.0,-998.0,
1897.0,8.0,30.0,84.0,56.0,0.0,-998.0,-998.0,
1897.0,8.0,31.0,86.0,59.0,0.0,-998.0,-998.0,
1897.0,9.0,1.0,83.0,61.0,0.0,-998.0,-998.0,
1897.0,9.0,2.0,85.0,67.0,0.0,-998.0,-998.0,
1897.0,9.0,3.0,83.0,65.0,0.0,-998.0,-998.0,
1897.0,9.0,4.0,84.0,63.0,0.0,-998.0,-998.0,
1897.0,9.0,5.0,80.0,68.0,0.0,-998.0,-998.0,
1897.0,9.0,6.0,84.0,65.0,0.0,-998.0,-998.0,
1897.0,9.0,7.0,85.0,65.0,0.0,-998.0,-998.0,
1897.0,9.0,8.0,83.0,65.0,0.0,-998.0,-998.0,
1897.0,9.0,9.0,62.0,54.0,0.0,-998.0,-998.0,
1897.0,9.0,10.0,68.0,52.0,0.0,-998.0,-998.0,
1897.0,9.0,11.0,76.0,54.0,0.16,-998.0,-998.0,
1897.0,9.0,12.0,79.0,57.0,0.06,-998.0,-998.0,
1897.0,9.0,13.0,80.0,61.0,0.07,-998.0,-998.0,
1897.0,9.0,14.0,74.0,55.0,0.0,-998.0,-998.0,
1897.0,9.0,15.0,74.0,53.0,0.02,-998.0,-998.0,
1897.0,9.0,16.0,48.0,42.0,0.52,-998.0,-998.0,
1897.0,9.0,17.0,66.0,42.0,0.0,-998.0,-998.0,
1897.0,9.0,18.0,72.0,58.0,0.0,-998.0,-998.0,
1897.0,9.0,19.0,69.0,51.0,0.0,-998.0,-998.0,
1897.0,9.0,20.0,75.0,50.0,0.0,-998.0,-998.0,
1897.0,9.0,21.0,76.0,55.0,0.0,-998.0,-998.0,
1897.0,9.0,22.0,79.0,58.0,0.0,-998.0,-998.0,
1897.0,9.0,23.0,78.0,60.0,0.0,-998.0,-998.0,
1897.0,9.0,24.0,70.0,62.0,0.0,-998.0,-998.0,
1897.0,9.0,25.0,74.0,58.0,0.0,-998.0,-998.0,
1897.0,9.0,26.0,75.0,57.0,0.0,-998.0,-998.0,
1897.0,9.0,27.0,78.0,60.0,0.0,-998.0,-998.0,
1897.0,9.0,28.0,78.0,60.0,0.0,-998.0,-998.0,
1897.0,9.0,29.0,75.0,59.0,0.03,-998.0,-998.0,
1897.0,9.0,30.0,77.0,62.0,0.0,-998.0,-998.0,
1897.0,10.0,1.0,75.0,58.0,0.0,-998.0,-998.0,
1897.0,10.0,2.0,75.0,58.0,0.0,-998.0,-998.0,
1897.0,10.0,3.0,70.0,53.0,0.0,-998.0,-998.0,
1897.0,10.0,4.0,75.0,51.0,0.0,-998.0,-998.0,
1897.0,10.0,5.0,67.0,50.0,0.0,-998.0,-998.0,
1897.0,10.0,6.0,74.0,51.0,0.0,-998.0,-998.0,
1897.0,10.0,7.0,75.0,51.0,0.08,-998.0,-998.0,
1897.0,10.0,8.0,50.0,44.0,0.35,-998.0,-998.0,
1897.0,10.0,9.0,55.0,39.0,0.0,-998.0,-998.0,
1897.0,10.0,10.0,58.0,45.0,0.03,-998.0,-998.0,
1897.0,10.0,11.0,71.0,43.0,0.0,-998.0,-998.0,
1897.0,10.0,12.0,74.0,38.0,0.0,-998.0,-998.0,
1897.0,10.0,13.0,77.0,58.0,0.0,-998.0,-998.0,
1897.0,10.0,14.0,67.0,54.0,0.0,-998.0,-998.0,
1897.0,10.0,15.0,57.0,43.0,0.0,-998.0,-998.0,
1897.0,10.0,16.0,35.0,31.0,0.39,-998.0,-998.0,
1897.0,10.0,17.0,43.0,30.0,0.04,-998.0,-998.0,
1897.0,10.0,18.0,66.0,32.0,0.0,-998.0,-998.0,
1897.0,10.0,19.0,64.0,41.0,0.0,-998.0,-998.0,
1897.0,10.0,20.0,68.0,45.0,0.0,-998.0,-998.0,
1897.0,10.0,21.0,70.0,43.0,0.0,-998.0,-998.0,
1897.0,10.0,22.0,63.0,46.0,0.0,-998.0,-998.0,
1897.0,10.0,23.0,71.0,45.0,0.0,-998.0,-998.0,
1897.0,10.0,24.0,71.0,43.0,0.0,-998.0,-998.0,
1897.0,10.0,25.0,59.0,40.0,0.05,-998.0,-998.0,
1897.0,10.0,26.0,32.0,27.0,0.6,-998.0,-998.0,
1897.0,10.0,27.0,38.0,24.0,0.12,-998.0,-998.0,
1897.0,10.0,28.0,49.0,31.0,0.0,-998.0,-998.0,
1897.0,10.0,29.0,61.0,38.0,0.0,-998.0,-998.0,
1897.0,10.0,30.0,56.0,39.0,0.0,-998.0,-998.0,
1897.0,10.0,31.0,55.0,38.0,0.0,-998.0,-998.0,
1897.0,11.0,1.0,63.0,40.0,0.0,-998.0,-998.0,
1897.0,11.0,2.0,67.0,43.0,0.0,-998.0,-998.0,
1897.0,11.0,3.0,65.0,47.0,0.0,-998.0,-998.0,
1897.0,11.0,4.0,37.0,31.0,0.09,-998.0,-998.0,
1897.0,11.0,5.0,44.0,25.0,0.0,-998.0,-998.0,
1897.0,11.0,6.0,46.0,29.0,0.02,-998.0,-998.0,
1897.0,11.0,7.0,53.0,31.0,0.0,-998.0,-998.0,
1897.0,11.0,8.0,43.0,27.0,0.0,-998.0,-998.0,
1897.0,11.0,9.0,46.0,28.0,0.0,-998.0,-998.0,
1897.0,11.0,10.0,60.0,40.0,0.0,-998.0,-998.0,
1897.0,11.0,11.0,65.0,39.0,0.0,-998.0,-998.0,
1897.0,11.0,12.0,71.0,52.0,0.0,-998.0,-998.0,
1897.0,11.0,13.0,66.0,53.0,0.0,-998.0,-998.0,
1897.0,11.0,14.0,64.0,46.0,0.0,-998.0,-998.0,
1897.0,11.0,15.0,31.0,28.0,0.11,-998.0,-998.0,
1897.0,11.0,16.0,40.0,19.0,0.0,-998.0,-998.0,
1897.0,11.0,17.0,55.0,31.0,0.0,-998.0,-998.0,
1897.0,11.0,18.0,64.0,40.0,0.0,-998.0,-998.0,
1897.0,11.0,19.0,73.0,44.0,0.0,-998.0,-998.0,
1897.0,11.0,20.0,71.0,54.0,0.0,-998.0,-998.0,
1897.0,11.0,21.0,33.0,29.0,0.0,-998.0,-998.0,
1897.0,11.0,22.0,48.0,28.0,0.0,-998.0,-998.0,
1897.0,11.0,23.0,52.0,30.0,0.0,-998.0,-998.0,
1897.0,11.0,24.0,63.0,35.0,0.0,-998.0,-998.0,
1897.0,11.0,25.0,30.0,25.0,0.25,-998.0,-998.0,
1897.0,11.0,26.0,30.0,17.0,0.0,-998.0,-998.0,
1897.0,11.0,27.0,31.0,14.0,0.0,-998.0,-998.0,
1897.0,11.0,28.0,26.0,14.0,0.0,-998.0,-998.0,
1897.0,11.0,29.0,41.0,10.0,0.0,-998.0,-998.0,
1897.0,11.0,30.0,55.0,30.0,0.0,-998.0,-998.0,
1897.0,12.0,1.0,25.0,15.0,0.05,-998.0,-998.0,
1897.0,12.0,2.0,13.0,5.0,0.1,-998.0,-998.0,
1897.0,12.0,3.0,28.0,6.0,0.0,-998.0,-998.0,
1897.0,12.0,4.0,48.0,18.0,0.0,-998.0,-998.0,
1897.0,12.0,5.0,52.0,23.0,0.0,-998.0,-998.0,
1897.0,12.0,6.0,50.0,19.0,0.0,-998.0,-998.0,
1897.0,12.0,7.0,54.0,43.0,0.0,-998.0,-998.0,
1897.0,12.0,8.0,65.0,42.0,0.0,-998.0,-998.0,
1897.0,12.0,9.0,41.0,31.0,0.39,-998.0,-998.0,
1897.0,12.0,10.0,43.0,24.0,0.0,-998.0,-998.0,
1897.0,12.0,11.0,43.0,27.0,0.0,-998.0,-998.0,
1897.0,12.0,12.0,40.0,26.0,0.0,-998.0,-998.0,
1897.0,12.0,13.0,41.0,26.0,0.0,-998.0,-998.0,
1897.0,12.0,14.0,54.0,24.0,0.0,-998.0,-998.0,
1897.0,12.0,15.0,21.0,5.0,0.14,-998.0,-998.0,
1897.0,12.0,16.0,12.0,-1.0,0.0,-998.0,-998.0,
1897.0,12.0,17.0,16.0,1.0,0.0,-998.0,-998.0,
1897.0,12.0,18.0,23.0,6.0,0.0,-998.0,-998.0,
1897.0,12.0,19.0,23.0,11.0,0.0,-998.0,-998.0,
1897.0,12.0,20.0,26.0,9.0,0.0,-998.0,-998.0,
1897.0,12.0,21.0,27.0,8.0,0.0,-998.0,-998.0,
1897.0,12.0,22.0,43.0,19.0,0.0,-998.0,-998.0,
1897.0,12.0,23.0,47.0,34.0,0.0,-998.0,-998.0,
1897.0,12.0,24.0,51.0,31.0,0.0,-998.0,-998.0,
1897.0,12.0,25.0,46.0,28.0,0.0,-998.0,-998.0,
1897.0,12.0,26.0,42.0,29.0,0.0,-998.0,-998.0,
1897.0,12.0,27.0,47.0,25.0,0.0,-998.0,-998.0,
1897.0,12.0,28.0,61.0,33.0,0.0,-998.0,-998.0,
1897.0,12.0,29.0,58.0,44.0,0.0,-998.0,-998.0,
1897.0,12.0,30.0,52.0,32.0,0.0,-998.0,-998.0,
1897.0,12.0,31.0,36.0,14.0,0.02,-998.0,-998.0,
1898.0,1.0,1.0,42.0,14.0,0.0,-998.0,-998.0,
1898.0,1.0,2.0,67.0,31.0,0.0,-998.0,-998.0,
1898.0,1.0,3.0,62.0,42.0,0.0,-998.0,-998.0,
1898.0,1.0,4.0,43.0,33.0,0.0,-998.0,-998.0,
1898.0,1.0,5.0,56.0,32.0,0.0,-998.0,-998.0,
1898.0,1.0,6.0,48.0,32.0,0.0,-998.0,-998.0,
1898.0,1.0,7.0,52.0,42.0,0.0,-998.0,-998.0,
1898.0,1.0,8.0,47.0,19.0,0.0,-998.0,-998.0,
1898.0,1.0,9.0,49.0,31.0,0.0,-998.0,-998.0,
1898.0,1.0,10.0,35.0,25.0,0.0,-998.0,-998.0,
1898.0,1.0,11.0,36.0,18.0,0.0,-998.0,-998.0,
